stationid,Name,datetime,rrr24,tm_m
40857,Bushehr,1/1/1998 0:00,224.53,13.4208
40857,Bushehr,2/1/1998 0:00,57.55,16.1045
40857,Bushehr,3/1/1998 0:00,23.22,18.9261
40857,Bushehr,4/1/1998 0:00,1.43,23.9
40857,Bushehr,5/1/1998 0:00,0.2,29.4258
40857,Bushehr,6/1/1998 0:00,0,32.8148
40857,Bushehr,7/1/1998 0:00,0,33.2226
40857,Bushehr,8/1/1998 0:00,11.5,34.6161
40857,Bushehr,9/1/1998 0:00,0,32.6414
40857,Bushehr,10/1/1998 0:00,0,28.3419
40857,Bushehr,11/1/1998 0:00,0,23.06
40857,Bushehr,12/1/1998 0:00,0,20.2967
40857,Bushehr,1/1/1999 0:00,80.94,17
40857,Bushehr,2/1/1999 0:00,67.75,18.1692
40857,Bushehr,3/1/1999 0:00,38.94,19.7161
40857,Bushehr,4/1/1999 0:00,2.1,25.7103
40857,Bushehr,5/1/1999 0:00,0,29.0733
40857,Bushehr,6/1/1999 0:00,0,32.6621
40857,Bushehr,7/1/1999 0:00,0,33.0806
40857,Bushehr,8/1/1999 0:00,0,34.2065
40857,Bushehr,9/1/1999 0:00,0,31.57
40857,Bushehr,10/1/1999 0:00,0.01,28.5032
40857,Bushehr,11/1/1999 0:00,7.01,22.7655
40857,Bushehr,12/1/1999 0:00,78.4,17.1852
40857,Bushehr,1/1/2000 0:00,104.15,15.2679
40857,Bushehr,2/1/2000 0:00,0.56,15.6036
40857,Bushehr,3/1/2000 0:00,0.12,17.4692
40857,Bushehr,4/1/2000 0:00,0.02,26.1167
40857,Bushehr,5/1/2000 0:00,0,29.0448
40857,Bushehr,6/1/2000 0:00,0,30.4393
40857,Bushehr,7/1/2000 0:00,0,34.07
40857,Bushehr,8/1/2000 0:00,0,34.7034
40857,Bushehr,9/1/2000 0:00,0,30.4074
40857,Bushehr,10/1/2000 0:00,10.01,27.7097
40857,Bushehr,11/1/2000 0:00,94.06,21.0346
40857,Bushehr,12/1/2000 0:00,44.46,17.3867
40857,Bushehr,1/1/2001 0:00,28.42,14.9355
40857,Bushehr,2/1/2001 0:00,13.01,15.8464
40857,Bushehr,3/1/2001 0:00,3.84,20.0387
40857,Bushehr,4/1/2001 0:00,0.01,25.01
40857,Bushehr,5/1/2001 0:00,3.9,29.8774
40857,Bushehr,6/1/2001 0:00,0,30.8241
40857,Bushehr,7/1/2001 0:00,0,32.8452
40857,Bushehr,8/1/2001 0:00,0,34.2968
40857,Bushehr,9/1/2001 0:00,0,31.8633
40857,Bushehr,10/1/2001 0:00,0,28.6419
40857,Bushehr,11/1/2001 0:00,30.63,21.87
40857,Bushehr,12/1/2001 0:00,119.58,19.5645
40857,Bushehr,1/1/2002 0:00,268.22,15.2839
40857,Bushehr,2/1/2002 0:00,45.33,16.5964
40857,Bushehr,3/1/2002 0:00,21.23,20.6355
40857,Bushehr,4/1/2002 0:00,22.92,24.1467
40857,Bushehr,5/1/2002 0:00,0.01,30.4935
40857,Bushehr,6/1/2002 0:00,0,31.4667
40857,Bushehr,7/1/2002 0:00,0,33.5903
40857,Bushehr,8/1/2002 0:00,0,32.5161
40857,Bushehr,10/1/2002 0:00,0,28.2968
40857,Bushehr,11/1/2002 0:00,19.5,22.1467
40857,Bushehr,12/1/2002 0:00,64.24,17.1161
40857,Bushehr,1/1/2003 0:00,65.91,15.3419
40857,Bushehr,2/1/2003 0:00,40.72,17.1929
40857,Bushehr,3/1/2003 0:00,8.47,19.8613
40857,Bushehr,4/1/2003 0:00,11.21,25.57
40857,Bushehr,5/1/2003 0:00,0,29.3258
40857,Bushehr,6/1/2003 0:00,0,32.1433
40857,Bushehr,7/1/2003 0:00,0,33.0194
40857,Bushehr,8/1/2003 0:00,0,33.5742
40857,Bushehr,9/1/2003 0:00,0,30.9267
40857,Bushehr,10/1/2003 0:00,0,28.5258
40857,Bushehr,11/1/2003 0:00,1.92,21.7733
40857,Bushehr,12/1/2003 0:00,152.01,17.9097
40857,Bushehr,1/1/2004 0:00,191.62,17.2355
40857,Bushehr,2/1/2004 0:00,4.23,16.5621
40857,Bushehr,3/1/2004 0:00,1.8,20.4484
40857,Bushehr,4/1/2004 0:00,11.42,23.7367
40857,Bushehr,5/1/2004 0:00,0.91,28.6742
40857,Bushehr,6/1/2004 0:00,0,30.5767
40857,Bushehr,7/1/2004 0:00,0,33.0839
40857,Bushehr,8/1/2004 0:00,0,32.6774
40857,Bushehr,9/1/2004 0:00,0,30.6467
40857,Bushehr,10/1/2004 0:00,0,28.2226
40857,Bushehr,11/1/2004 0:00,33.12,22.9833
40857,Bushehr,12/1/2004 0:00,226.01,15.0839
40857,Bushehr,1/1/2005 0:00,72.6,14.0806
40857,Bushehr,2/1/2005 0:00,17.41,15.3357
40857,Bushehr,3/1/2005 0:00,7.3,19.4097
40857,Bushehr,4/1/2005 0:00,1.4,24.0467
40857,Bushehr,5/1/2005 0:00,0,28.429
40857,Bushehr,6/1/2005 0:00,0,30.9933
40857,Bushehr,7/1/2005 0:00,0,32.4903
40857,Bushehr,8/1/2005 0:00,0,32.9258
40857,Bushehr,9/1/2005 0:00,0,30.66
40857,Bushehr,10/1/2005 0:00,0,27.0387
40857,Bushehr,11/1/2005 0:00,107.41,21.47
40857,Bushehr,12/1/2005 0:00,102.51,18.871
40857,Bushehr,1/1/2006 0:00,39.5,15.4581
40857,Bushehr,2/1/2006 0:00,32.01,17.3679
40857,Bushehr,3/1/2006 0:00,0.41,20.2839
40857,Bushehr,4/1/2006 0:00,2.4,25.41
40857,Bushehr,5/1/2006 0:00,0,29.6839
40857,Bushehr,6/1/2006 0:00,0,32.04
40857,Bushehr,7/1/2006 0:00,0,32.5097
40857,Bushehr,8/1/2006 0:00,0,33.8129
40857,Bushehr,9/1/2006 0:00,0,31.6233
40857,Bushehr,10/1/2006 0:00,6,28.5097
40857,Bushehr,11/1/2006 0:00,19.83,22.2724
40857,Bushehr,12/1/2006 0:00,98.91,14.3484
40857,Bushehr,1/1/2007 0:00,50.82,12.9548
40857,Bushehr,2/1/2007 0:00,41.3,16.7679
40857,Bushehr,3/1/2007 0:00,20.83,19.6194
40857,Bushehr,4/1/2007 0:00,9.43,26.1567
40857,Bushehr,5/1/2007 0:00,0.71,30.5516
40857,Bushehr,6/1/2007 0:00,0,32.2067
40857,Bushehr,7/1/2007 0:00,0,32.8968
40857,Bushehr,8/1/2007 0:00,0,34.029
40857,Bushehr,9/1/2007 0:00,0,32.3333
40857,Bushehr,10/1/2007 0:00,0,28.8258
40857,Bushehr,11/1/2007 0:00,0,22.74
40857,Bushehr,12/1/2007 0:00,47.22,17.2267
40857,Bushehr,1/1/2008 0:00,106.71,13.1226
40857,Bushehr,2/1/2008 0:00,0.22,15.1828
40857,Bushehr,3/1/2008 0:00,0,21.1677
40857,Bushehr,4/1/2008 0:00,1.6,24.81
40857,Bushehr,5/1/2008 0:00,0.01,29.9355
40857,Bushehr,6/1/2008 0:00,0,31.1467
40857,Bushehr,7/1/2008 0:00,0,33.5484
40857,Bushehr,8/1/2008 0:00,0,33.9903
40857,Bushehr,9/1/2008 0:00,0,32.4767
40857,Bushehr,10/1/2008 0:00,9.02,28.1161
40857,Bushehr,11/1/2008 0:00,46.93,21.95
40857,Bushehr,12/1/2008 0:00,0,16.9774
40857,Bushehr,1/1/2009 0:00,29.01,14.2774
40857,Bushehr,2/1/2009 0:00,4.4,18.3429
40857,Bushehr,3/1/2009 0:00,22.72,19.5903
40857,Bushehr,4/1/2009 0:00,17.61,23.9667
40857,Bushehr,5/1/2009 0:00,0,30.3567
40857,Bushehr,6/1/2009 0:00,0,32.62
40857,Bushehr,7/1/2009 0:00,0,33.0065
40857,Bushehr,8/1/2009 0:00,0,33.5677
40857,Bushehr,9/1/2009 0:00,0,31.4233
40857,Bushehr,10/1/2009 0:00,9,28.0774
40857,Bushehr,11/1/2009 0:00,59.1,23.1533
40857,Bushehr,12/1/2009 0:00,105.9,17.9548
40857,Bushehr,1/1/2010 0:00,4.4,17.2161
40857,Bushehr,2/1/2010 0:00,7.51,18.9107
40857,Bushehr,3/1/2010 0:00,0.9,22.3806
40857,Bushehr,4/1/2010 0:00,5.4,26
40857,Bushehr,5/1/2010 0:00,1.2,29.4645
40857,Bushehr,6/1/2010 0:00,0,32.5567
40857,Bushehr,7/1/2010 0:00,0,33.8968
40857,Bushehr,8/1/2010 0:00,0,34.7097
40857,Bushehr,9/1/2010 0:00,0,33.03
40857,Bushehr,10/1/2010 0:00,0,29.2871
40857,Bushehr,11/1/2010 0:00,1,23.62
40857,Bushehr,12/1/2010 0:00,0,18.971
40857,Bushehr,1/1/2011 0:00,71.11,16.4677
40857,Bushehr,2/1/2011 0:00,59.5,16.4929
40857,Bushehr,3/1/2011 0:00,5.7,19.7452
40857,Bushehr,4/1/2011 0:00,4.5,25.2267
40857,Bushehr,5/1/2011 0:00,0.01,30.8065
40857,Bushehr,6/1/2011 0:00,0,31.98
40857,Bushehr,7/1/2011 0:00,0,33.7032
40857,Bushehr,8/1/2011 0:00,0,34.1484
40857,Bushehr,9/1/2011 0:00,0,32.0533
40857,Bushehr,10/1/2011 0:00,0,27.7548
40857,Bushehr,11/1/2011 0:00,60.6,21.0233
40857,Bushehr,12/1/2011 0:00,0,16.371
40857,Bushehr,1/1/2012 0:00,37.21,15.7226
40857,Bushehr,2/1/2012 0:00,12.21,16.2172
40857,Bushehr,3/1/2012 0:00,8,18.3226
40857,Bushehr,4/1/2012 0:00,1.1,25.1533
40857,Bushehr,5/1/2012 0:00,0,31.8516
40857,Bushehr,6/1/2012 0:00,0,31.51
40857,Bushehr,7/1/2012 0:00,0,34.1968
40857,Bushehr,8/1/2012 0:00,0,34.9194
40857,Bushehr,9/1/2012 0:00,0,32.04
40857,Bushehr,10/1/2012 0:00,6.1,29.0935
40857,Bushehr,11/1/2012 0:00,138.5,22.9333
40857,Bushehr,12/1/2012 0:00,24.01,18.3194
40857,Bushehr,1/1/2013 0:00,17.6,16.7226
40857,Bushehr,2/1/2013 0:00,2,17.9179
40857,Bushehr,3/1/2013 0:00,5.33,20.6677
40857,Bushehr,4/1/2013 0:00,3.82,25.1667
40857,Bushehr,5/1/2013 0:00,11.3,28.5968
40857,Bushehr,6/1/2013 0:00,,30.61
40857,Bushehr,7/1/2013 0:00,,33.4839
40857,Bushehr,8/1/2013 0:00,,33.3161
40857,Bushehr,9/1/2013 0:00,,31.8867
40857,Bushehr,10/1/2013 0:00,0.1,26.3968
40857,Bushehr,11/1/2013 0:00,119.01,22.3867
40857,Bushehr,12/1/2013 0:00,10.12,17.229
40857,Bushehr,1/1/2014 0:00,166.3,15.7107
40857,Bushehr,2/1/2014 0:00,4.73,16.75
40857,Bushehr,3/1/2014 0:00,2.92,21.4828
40857,Bushehr,4/1/2014 0:00,3.9,26.2267
40857,Bushehr,5/1/2014 0:00,0.2,30.7833
40857,Bushehr,6/1/2014 0:00,0.1,32.0867
40857,Bushehr,7/1/2014 0:00,0,34.0677
40857,Bushehr,8/1/2014 0:00,0.2,34.1367
40857,Bushehr,9/1/2014 0:00,0.1,32.4633
40857,Bushehr,10/1/2014 0:00,0,28.9667
40857,Bushehr,11/1/2014 0:00,73.62,21.8464
40857,Bushehr,12/1/2014 0:00,0.5,18.7567
40857,Bushehr,1/1/2015 0:00,0.5,17.6
40857,Bushehr,2/1/2015 0:00,15.21,19.0167
40857,Bushehr,3/1/2015 0:00,6.1,21.3567
40857,Bushehr,4/1/2015 0:00,0,25.6241
40857,Bushehr,5/1/2015 0:00,0.7,30.8733
40857,Bushehr,6/1/2015 0:00,0,32.6733
40857,Bushehr,7/1/2015 0:00,0.2,34.19
40857,Bushehr,8/1/2015 0:00,0.1,35.1903
40857,Bushehr,9/1/2015 0:00,0.8,33.4
40857,Bushehr,10/1/2015 0:00,71,30.6172
40857,Bushehr,11/1/2015 0:00,31.41,22.4259
40857,Bushehr,12/1/2015 0:00,56.13,17.7536
40857,Bushehr,1/1/2016 0:00,55.31,15.9036
40857,Bushehr,2/1/2016 0:00,11.81,17.4296
40857,Bushehr,3/1/2016 0:00,6.02,21.7
40857,Bushehr,4/1/2016 0:00,1.21,24.3
40857,Bushehr,5/1/2016 0:00,0,30.5452
40857,Bushehr,6/1/2016 0:00,0.1,31.9793
40857,Bushehr,7/1/2016 0:00,0,34.4
40857,Bushehr,8/1/2016 0:00,0.1,35.6433
40857,Bushehr,9/1/2016 0:00,0.3,32.8207
40857,Bushehr,10/1/2016 0:00,0,27.6226
40857,Bushehr,11/1/2016 0:00,4.91,23.4933
40857,Bushehr,12/1/2016 0:00,1.72,18.7643
40857,Bushehr,1/1/2017 0:00,6.91,17.0774
40857,Bushehr,2/1/2017 0:00,46.11,15.5167
40857,Bushehr,3/1/2017 0:00,85.42,20.8143
40857,Bushehr,4/1/2017 0:00,0,27.5
40857,Bushehr,5/1/2017 0:00,3.7,31.3633
40857,Bushehr,6/1/2017 0:00,0,31.9967
40857,Bushehr,7/1/2017 0:00,0,35.4065
40857,Bushehr,8/1/2017 0:00,0,35.9387
40857,Bushehr,9/1/2017 0:00,0,33.7367
40857,Bushehr,10/1/2017 0:00,0,29.58
40857,Bushehr,11/1/2017 0:00,67.01,23.5633
40857,Bushehr,12/1/2017 0:00,1.3,19.0036
40857,Bushehr,1/1/2018 0:00,0.01,17.46
40857,Bushehr,2/1/2018 0:00,12.8,18.9667
40857,Bushehr,3/1/2018 0:00,0,22.5452
40857,Bushehr,4/1/2018 0:00,10.42,25.9464
40857,Bushehr,5/1/2018 0:00,5,29.4897
40857,Bushehr,6/1/2018 0:00,0,33.81
40857,Bushehr,7/1/2018 0:00,0,34.4161
40857,Bushehr,8/1/2018 0:00,0,34.03
40857,Bushehr,9/1/2018 0:00,0,33.4724
40857,Bushehr,10/1/2018 0:00,40.01,29.5897
40857,Bushehr,11/1/2018 0:00,200.62,22.0542
40857,Bushehr,12/1/2018 0:00,41,18.7097
40857,Bushehr,1/1/2019 0:00,7.1,17.9871
40857,Bushehr,2/1/2019 0:00,37,17.1857
40857,Bushehr,3/1/2019 0:00,14.51,19.0621
40857,Bushehr,4/1/2019 0:00,5.32,24.4033
40857,Bushehr,5/1/2019 0:00,0,29.7258
40857,Bushehr,6/1/2019 0:00,0,33.6433
40857,Bushehr,7/1/2019 0:00,0,33.94
40857,Bushehr,8/1/2019 0:00,0,34.5065
40857,Bushehr,9/1/2019 0:00,0,32.8897
40857,Bushehr,10/1/2019 0:00,0.51,30.9133
40857,Bushehr,11/1/2019 0:00,89.4,22.8333
40857,Bushehr,12/1/2019 0:00,83.51,19.2194
40857,Bushehr,1/1/2020 0:00,46.31,16.6935
40857,Bushehr,2/1/2020 0:00,6.21,17.7586
40857,Bushehr,3/1/2020 0:00,40.5,20.7613
40857,Bushehr,4/1/2020 0:00,5.73,25.9467
40857,Bushehr,5/1/2020 0:00,0.5,29.9742
40857,Bushehr,6/1/2020 0:00,0,32.5867
40857,Bushehr,7/1/2020 0:00,0,35.1433
40857,Bushehr,8/1/2020 0:00,0,34.78
40857,Bushehr,9/1/2020 0:00,0,33.3167
40857,Bushehr,10/1/2020 0:00,0,28.7667
40857,Bushehr,11/1/2020 0:00,166,23.9893
40857,Bushehr,12/1/2020 0:00,17.8,18.7548
40857,Bushehr,1/1/2021 0:00,0.31,17.3097
40857,Bushehr,2/1/2021 0:00,19.9,18.2
40857,Bushehr,3/1/2021 0:00,1.2,21.55
40857,Bushehr,4/1/2021 0:00,2.01,25.8
40857,Bushehr,5/1/2021 0:00,0,31.2516
40857,Bushehr,6/1/2021 0:00,0,32.4867
40857,Bushehr,7/1/2021 0:00,0,35.4387
40857,Bushehr,8/1/2021 0:00,0,35.5387
40857,Bushehr,9/1/2021 0:00,0,32.8333
40857,Bushehr,10/1/2021 0:00,0,28.9871
40857,Bushehr,11/1/2021 0:00,10.8,24.3
40857,Bushehr,12/1/2021 0:00,46,19.9433
40857,Bushehr,1/1/2022 0:00,55.9,16.429
40857,Bushehr,2/1/2022 0:00,2.5,18.2036
40857,Bushehr,3/1/2022 0:00,0.3,21.2167
40857,Bushehr,4/1/2022 0:00,0.5,26.3967
40857,Bushehr,5/1/2022 0:00,0.2,28.5548
40857,Bushehr,6/1/2022 0:00,0,31.92
40857,Bushehr,7/1/2022 0:00,1.1,34.1742
40857,Bushehr,8/1/2022 0:00,0,35.3581
40857,Bushehr,9/1/2022 0:00,0,33.1333
40857,Bushehr,10/1/2022 0:00,0,29.4367
40857,Bushehr,11/1/2022 0:00,56.1,25.49
40857,Bushehr,12/1/2022 0:00,63.21,19.4567
40857,Bushehr,1/1/2023 0:00,131.6,16.1032
40857,Bushehr,2/1/2023 0:00,12.11,18.0607
40857,Bushehr,3/1/2023 0:00,3.2,21.5926
40857,Bushehr,4/1/2023 0:00,0,23.8966
40857,Bushehr,5/1/2023 0:00,0,29.8871
40857,Bushehr,6/1/2023 0:00,0.1,32.5867
40857,Bushehr,7/1/2023 0:00,0.1,34.23
40857,Bushehr,8/1/2023 0:00,0,35.8967
40857,Bushehr,9/1/2023 0:00,0,33.7286
40857,Bushehr,10/1/2023 0:00,0.1,30.0778
40857,Bushehr,11/1/2023 0:00,0.3,24.6483
40857,Bushehr,12/1/2023 0:00,0.6,20.2806
40857,Bushehr,1/1/2024 0:00,2.8,18.8806
40857,Bushehr,2/1/2024 0:00,34.4,18.2
40857,Bushehr,3/1/2024 0:00,7.4,20.7774
40857,Bushehr,4/1/2024 0:00,6.6,26.0857
40857,Bushehr,5/1/2024 0:00,19.5,29.5577
40857,Bushehr,6/1/2024 0:00,0,33.7962
40857,Bushehr,7/1/2024 0:00,0,35.4258
40857,Bushehr,8/1/2024 0:00,0,35.26
40857,Bushehr,9/1/2024 0:00,0,33.3808
40857,Bushehr,10/1/2024 0:00,0.1,27.9143
40857,Bushehr,11/1/2024 0:00,3,24.08
40857,Bushehr,12/1/2024 0:00,2.9,18.2467
